,"BatchID","Glucose concentration","Pyruvate concentration","Acetald concentration","Acetate concentration","Ethanol concentration","Active cell material","Acetaldehyde dehydrogenase","Specific oxygen uptake rate","Specific carbon dioxide evolution rate","Biomass"
"24#171",24,0.2042997,0.0008958167,-0.03633421,0.0103959,0.1463155,0.6533744,0.08214645,3.112876,1.628283,8.079211
"24#172",24,-0.2603115,0.0002024278,-0.01351125,0.006564573,-0.0606366,0.6494152,0.08248249,2.365572,1.869485,8.048656
"24#173",24,0.1812181,-0.0005322158,0.004192906,0.004720078,0.01330799,0.6538243,0.08203465,1.721335,0.3715535,8.138385
"24#174",24,0.03996595,-0.0005216173,-0.06134923,0.004969286,0.08519973,0.6473153,0.08259459,1.19235,0.6531321,7.953278
"24#175",24,-0.3698197,0.000420627,-0.0344476,0.002951419,0.04250092,0.6499744,0.08191346,0.7939038,0.7825018,8.088059
"24#176",24,-0.2614008,0.0002984415,0.001131873,0.001227713,0.007071526,0.6468114,0.08181152,0.3682335,0.2428247,7.974967
"24#177",24,-0.2795277,-0.0003711854,-0.00835441,-6.835392E-05,-0.0767564,0.651168,0.08266,0.2145995,0.1128922,8.019731
"24#178",24,-0.2811561,-0.0001335418,0.01079267,0.0003008587,-0.01231827,0.6515307,0.08129373,0.2625226,0.3170245,8.120955
"24#179",24,-0.3604467,0.00095989,-0.01012476,0.0001172765,0.04206743,0.650216,0.08166483,0.3656536,0.03238729,7.979091
"24#180",24,0.1786448,-0.000310861,0.003376512,-0.002604153,-0.01665533,0.6522608,0.08022446,0.157251,-0.6758387,8.127582
"24#181",24,-0.04118744,-0.000804472,0.01667613,0.0003113183,-0.01540716,0.6490285,0.08175445,-0.1116218,-0.01429458,7.960842
"24#182",24,-0.07721776,0.0005464212,-0.0274543,0.0005033672,0.1135097,0.652983,0.07926746,-0.03478399,0.0809126,8.161904
"24#183",24,-0.4774343,0.0006187464,-0.006619407,0.001632067,0.1051104,0.6490601,0.07961932,-0.03633769,-0.2119025,7.9443
"24#184",24,0.5848733,0.0008293657,0.01210961,0.0003179641,-0.0222453,0.6538416,0.0796712,0.04319302,0.1932805,8.055479
"24#185",24,0.09417251,-0.0005444365,-0.01348816,-0.0004967896,0.07829558,0.6522843,0.07921,-0.001353342,-0.1674693,8.002778
"24#186",24,0.3864981,-0.0005042712,0.01237029,0.00137372,0.0005811163,0.6501094,0.07862593,-0.02250562,0.20586,8.004978
"24#187",24,0.3852414,1.44371E-05,0.009374048,-0.0009991624,0.1133323,0.6485862,0.07777003,0.1274074,0.5475394,8.038941
"24#188",24,0.3010497,0.0007263907,0.02194488,0.002448798,-0.09269231,0.6559473,0.07793593,-0.08042731,0.3330316,7.980275
"24#189",24,0.007859014,0.0004283138,0.007456718,0.001502271,0.0773956,0.6504462,0.07677475,-0.09592258,0.1572762,8.095984
"24#190",24,0.105683,-0.0006551536,-0.0432019,0.001300042,0.08717827,0.6475155,0.07635319,-0.009379759,0.08719349,7.970833
"24#191",24,1.076496,-0.0007376206,0.02347683,0.0004143202,-0.1915933,0.6508577,0.07578738,-0.02518046,0.1265433,7.984334
"24#192",24,0.06425475,-0.0003418553,0.0176231,-0.0002029634,-0.1526485,0.6524501,0.0751258,0.007533549,0.1437467,7.903786
"24#193",24,-0.2791214,-0.0002438493,0.01562201,-0.0004263984,-0.0612751,0.6493726,0.07484259,-0.0890028,-0.4976067,8.069475
"25#1",25,30.70432,-0.0002874429,-0.01984139,0.0007483742,-0.09498598,0.104343,0.007585718,1.211174,0.4196492,-0.06514456
"25#2",25,29.6823,0.0003830768,-0.05351394,0.001301265,0.02499023,0.1042912,0.00760219,1.456591,0.8325489,-0.04485809
"25#3",25,30.54921,0.0009800565,-0.02740283,-0.0005689778,0.0401077,0.1052379,0.008479556,1.580399,0.527545,-0.05277227
"25#4",25,30.58045,0.0001166557,-0.01424276,0.0001312812,0.05948611,0.1092685,0.007281026,1.821518,0.5271635,-0.02652475
"25#5",25,30.05611,-7.96065E-05,-0.04591184,-0.0001881942,0.02161149,0.1158115,0.008410276,1.79417,0.78894,0.009771509
"25#6",25,29.84968,-0.0002575963,0.01957996,-0.002167317,0.003954096,0.1265641,0.007217402,1.978715,0.9623775,0.03256682
"25#7",25,29.71336,0.0006161897,-0.01483816,-0.0005031165,0.08923712,0.1319039,0.006903125,2.084588,0.62749,-0.03523718
"25#8",25,30.68056,0.0004705596,-0.001514539,0.001495527,-0.002336742,0.133506,0.00638691,2.487216,1.312479,0.004709725
"25#9",25,29.99981,0.000701878,0.0006841851,-0.0006026863,-0.09978238,0.157396,0.006479923,2.572703,1.513296,-0.03598233
"25#10",25,30.08202,0.001114882,0.01903237,0.001634676,0.07621279,0.1752608,0.007391228,2.749423,1.16623,0.07847399
"25#11",25,31.17106,0.000109826,0.008959374,-0.0005161786,-0.2076306,0.2039142,0.006998283,3.500806,1.134317,0.01596338
"25#12",25,30.74934,0.001824862,0.01056161,0.001357254,-0.1545203,0.2279357,0.006815318,3.791392,1.039934,0.04467151
"25#13",25,29.6262,0.002016913,0.03208195,0.0003524966,-0.02410758,0.2464599,0.006912631,4.185481,2.725824,0.02810484
"25#14",25,29.86976,0.003360044,-0.04186212,-0.001122928,0.1242465,0.2858601,0.005067679,4.708791,2.155445,-0.1348818
"25#15",25,30.24043,0.004127571,-0.01143184,0.001428549,-0.08355007,0.3205781,0.005329063,5.403286,2.798809,-0.08433447
"25#16",25,29.54399,0.005167892,-0.03525249,-0.000890093,-0.1907487,0.3599179,0.006286955,6.0583,2.826164,0.01487945
"25#17",25,29.7933,0.007222286,0.03226109,-0.001468004,-0.1931326,0.3888964,0.005820955,6.494551,2.452253,-0.03106485
"25#18",25,30.2966,0.009883624,-0.04748145,0.0001819463,-0.2000064,0.4159364,0.004702975,6.70291,3.632643,-0.03953229
"25#19",25,30.29799,0.01090041,-0.01257893,0.001414061,-0.2283577,0.42691,0.004576389,7.087076,4.364807,0.0006967182
"25#20",25,30.23296,0.012364,-0.0202341,0.0013557,0.1543184,0.4417351,0.004900157,7.497796,5.495086,0.03631479
"25#21",25,30.24349,0.01472102,0.002825238,0.001933267,0.1026365,0.458326,0.004165632,7.736021,6.089512,0.04505795
"25#22",25,30.58646,0.01710368,0.004171144,0.002455461,-0.07409637,0.4714609,0.004798491,7.609471,7.639542,0.04032682
"25#23",25,30.23896,0.01891127,-0.03114392,0.001680346,0.1170227,0.4786136,0.004899338,7.936036,9.826624,0.04032664
"25#24",25,30.39436,0.02018557,-0.01905674,0.001425081,0.1230556,0.4848253,0.003736633,7.781343,11.23528,-0.03915086
"25#25",25,30.43186,0.02031192,-0.01631664,0.0008905734,-0.04094162,0.4870212,0.00456851,7.275817,11.895,-0.0208609
"25#26",25,29.9924,0.0210828,0.02418279,-0.0004932962,0.1168561,0.4986366,0.00451635,7.193546,13.25141,0.005880272
"25#27",25,30.27723,0.02231706,0.01123788,-0.001173804,0.05014871,0.5041866,0.004660089,6.994696,13.79721,0.007942057
"25#28",25,30.26493,0.02243059,-0.0003507962,-0.0006880625,-0.0740325,0.5074294,0.005010544,6.910858,15.67114,0.0114991
"25#29",25,29.88316,0.02351969,0.0368477,-0.001945277,0.05593422,0.5119683,0.0039231,6.625856,15.51217,0.03350867
"25#30",25,29.83605,0.02364956,0.0201569,0.001848679,-0.004029408,0.5201487,0.004371535,6.236509,16.7224,0.03680454
"25#31",25,30.75893,0.02374677,-0.02396783,0.001241553,0.1232269,0.5224729,0.004479391,6.110622,17.7099,0.02412801
"25#32",25,30.258,0.0235785,0.08426202,-0.0002146283,-0.08023307,0.5255714,0.005395263,5.696744,18.28299,0.1094592
"25#33",25,30.02199,0.02463449,0.0415931,0.0002265653,-0.07243516,0.5271468,0.004563034,5.631303,17.91533,0.1055873
"25#34",25,29.62905,0.02410714,0.03230633,0.001803895,-0.01055225,0.534466,0.004882921,5.211092,18.96914,0.09721094
"25#35",25,30.30087,0.02443402,-0.02880292,0.002611149,0.2035688,0.5315681,0.004369136,5.097438,19.99858,0.03155974
"25#36",25,30.16071,0.02598424,-0.008962492,0.003693763,0.02652179,0.5369964,0.005128131,5.249278,19.92736,0.1579239
"25#37",25,29.85286,0.02682966,0.05084104,0.002716507,-0.02357303,0.5408329,0.004393507,5.072475,21.20864,0.05486548
"25#38",25,30.17935,0.02750981,0.01416214,0.003248115,0.04165001,0.5398782,0.005566498,5.011296,21.9962,0.1455436
"25#39",25,29.30795,0.02751012,0.007497302,0.004492512,0.2759613,0.5449198,0.003956008,5.193964,23.18436,0.1684555
"25#40",25,29.74815,0.02863776,0.04416161,0.003085894,0.1945276,0.5442477,0.003768855,5.423067,24.10276,0.217582
"25#41",25,29.11102,0.02906695,0.08080029,0.00645515,0.3329811,0.5450167,0.003907758,5.124161,25.17483,0.2549154
"25#42",25,28.19591,0.03078413,0.07838092,0.01213469,0.5173004,0.5443562,0.003449691,5.894698,27.83679,0.4448936
"25#43",25,27.61384,0.03252368,0.1560447,0.01540972,1.011758,0.5453773,0.003811677,6.108189,28.96981,0.6658103
"25#44",25,25.90712,0.0351251,0.2731779,0.02056375,1.335897,0.5489089,0.004140834,6.478104,30.62007,0.7535338
"25#45",25,23.21434,0.03516174,0.3709059,0.0272503,1.953433,0.5428362,0.004446235,6.648733,32.0803,0.9769121
"25#46",25,21.46166,0.03656783,0.5646283,0.03756785,2.881193,0.5481263,0.003835382,6.966344,33.29235,1.502471
"25#47",25,17.97872,0.03765608,0.7575996,0.04834437,4.078885,0.5460346,0.004156555,7.57556,34.84249,1.878097
"25#48",25,12.58457,0.03754803,1.036071,0.06467769,5.877277,0.5448244,0.004723099,7.969126,35.46724,2.795983
"25#49",25,11.18983,0.03829037,1.136848,0.07061542,6.296064,0.5483744,0.00528517,8.449835,35.43449,2.996762
"25#50",25,8.688528,0.03623929,1.306836,0.07718287,7.005003,0.5444144,0.004594218,8.865627,36.16251,3.146585
"25#51",25,6.662489,0.03666292,1.38057,0.08431485,7.853625,0.5482404,0.005188479,9.207236,37.17768,3.669428
"25#52",25,4.144763,0.03639478,1.510117,0.09204485,8.587464,0.5437633,0.004324319,10.24849,37.30769,4.042964
"25#53",25,3.199547,0.03464617,1.544142,0.0975454,8.926472,0.547795,0.004074344,10.36228,35.76387,4.13893
"25#54",25,2.854387,0.03471759,1.508403,0.09699236,9.154153,0.5437115,0.004878785,10.17626,35.78748,4.138736
"25#55",25,1.023329,0.03327068,1.601944,0.09770677,9.428163,0.5471678,0.004553349,10.3314,35.32919,4.278917
"25#56",25,0.6739169,0.03105327,1.616395,0.1048292,9.747527,0.5455304,0.004168839,10.1773,33.59883,4.438097
"25#57",25,0.2858237,0.02966559,1.596891,0.1058425,9.747282,0.5434142,0.005271486,9.783998,33.2132,4.398401
"25#58",25,0.02411634,0.02894654,1.576181,0.1044753,9.778585,0.5466048,0.003863703,9.398743,31.84409,4.534641
"25#59",25,0.3551641,0.0283402,1.548837,0.1037658,9.933862,0.5459327,0.005376385,8.97311,31.42717,4.470726
"25#60",25,0.3010904,0.02667418,1.605223,0.1059191,10.05876,0.5493342,0.004441617,8.399871,30.04844,4.536884
"25#61",25,0.7763328,0.02616464,1.54153,0.1062116,10.05911,0.5499542,0.004402779,8.017116,29.78592,4.391496
"25#62",25,0.3003603,0.02604683,1.544289,0.102796,9.822063,0.5443219,0.003862915,7.227963,28.27711,4.597398
"25#63",25,-0.3853941,0.02374872,1.548697,0.1047077,9.717949,0.5441456,0.005058151,6.086504,27.38161,4.580255
"25#64",25,0.05514284,0.02347616,1.598351,0.1061108,10.07184,0.5442152,0.005292981,5.292819,26.67978,4.524574
"25#65",25,0.174392,0.02317694,1.527006,0.106014,10.08283,0.5451397,0.005214535,5.08012,25.23368,4.534416
"25#66",25,-0.1506528,0.02239333,1.556332,0.1024393,9.926059,0.5469594,0.005676723,4.040503,24.74691,4.567287
"25#67",25,-0.5021713,0.02035121,1.552785,0.1020755,9.932177,0.5462564,0.005190484,3.795754,23.9239,4.529967
"25#68",25,-0.3810815,0.01878911,1.551039,0.1049446,9.963786,0.5464583,0.005648339,4.231668,23.25833,4.518078
"25#69",25,0.3186681,0.01806429,1.53139,0.1017561,9.941215,0.5451736,0.004945335,4.336071,22.42708,4.39028
"25#70",25,-0.1714583,0.01621345,1.53724,0.1028033,10.13663,0.5441424,0.004084996,4.350555,20.84526,4.542866
"25#71",25,-0.07284472,0.01440597,1.541258,0.09887043,10.05722,0.5472791,0.004703999,4.846661,20.62006,4.493112
"25#72",25,0.433085,0.01341293,1.5518,0.09921367,9.761529,0.5467503,0.00516172,4.638379,19.38186,4.53625
"25#73",25,-0.1991701,0.01257857,1.554251,0.0991438,9.902929,0.5472702,0.00538947,4.565039,19.55859,4.521268
"25#74",25,-0.5230721,0.01134111,1.572486,0.09696569,10.10073,0.5497493,0.004481279,4.457038,18.05994,4.513226
"25#75",25,-0.1685415,0.01125225,1.53562,0.09588256,10.00103,0.5453708,0.006373204,4.54429,18.82518,4.519917
"25#76",25,-0.4072627,0.008865665,1.517433,0.09566484,10.13211,0.5373783,0.004653202,4.569088,18.4077,4.486131
"25#77",25,-0.05411927,0.008677964,1.516567,0.09531518,10.14346,0.5430522,0.004184998,4.344634,17.84907,4.561286
"25#78",25,0.277743,0.006965567,1.557889,0.09386025,9.684706,0.5493035,0.004583501,4.391274,18.00859,4.446658
"25#79",25,-0.06741215,0.006253687,1.525981,0.09173883,10.08824,0.5459332,0.005052619,4.333884,16.9985,4.506131
"25#80",25,-0.1870164,0.003722595,1.532112,0.09002562,9.904222,0.5403497,0.005721955,4.320292,17.14059,4.538855
"25#81",25,0.6370215,0.002867066,1.505704,0.08713289,9.993029,0.5439467,0.005370422,4.276235,17.88892,4.556946
"25#82",25,0.5098872,0.002295988,1.466714,0.08455396,10.05263,0.5446445,0.004661603,4.136741,16.9443,4.547299
"25#83",25,0.337939,0.001247234,1.489231,0.08607737,10.0619,0.5433235,0.004717594,3.125488,15.77674,4.487263
"25#84",25,-0.04303073,-8.561759E-05,1.50392,0.08451759,10.13045,0.5451276,0.006063734,-3.716141,7.544882,4.443367
"25#85",25,0.2056429,-0.000223984,1.484602,0.08429138,9.776788,0.5438652,0.004111426,-3.958512,7.258705,4.494541
"25#86",25,-0.4531193,-0.0001159872,1.491498,0.08268537,9.874228,0.5402775,0.004623962,-4.018436,7.947233,4.403269
"25#87",25,-0.2041147,-0.0004217122,1.475902,0.08033179,9.975224,0.5460302,0.005360292,-3.807929,7.940431,4.563975
"25#88",25,-0.2433973,-0.0007376327,1.508048,0.0814338,10.18588,0.5464158,0.004882397,-3.76595,7.22315,4.627025
"25#89",25,-0.2564737,0.0002585785,1.508062,0.07905203,10.16818,0.5387881,0.004062181,-3.836181,7.362319,4.537774
"25#90",25,-0.04138466,-8.565166E-06,1.499006,0.075322,10.0627,0.5438349,0.005550071,-3.84568,6.912988,4.633769
"25#91",25,0.1108912,0.0007566356,1.503841,0.07551816,10.03644,0.5424119,0.005266292,-4.239576,7.274903,4.530591
"25#92",25,0.30083,0.0004364709,1.446155,0.07674967,10.20054,0.5421945,0.005912464,-3.967617,7.00059,4.521535
"25#93",25,0.8051003,-0.0007407179,1.498802,0.06438781,10.06653,0.5431954,0.004939873,-4.41437,6.193183,4.461766
"25#94",25,0.295072,-0.0008770949,1.417466,0.0552965,10.27178,0.5437924,0.005596366,-4.848671,5.774019,4.539285
"25#95",25,0.2367454,-0.0002809364,1.377303,0.04962941,10.13752,0.5446451,0.005486689,-5.295095,5.494219,4.537259
"25#96",25,0.2332475,-0.0002523951,1.386182,0.04341766,10.36383,0.5475189,0.004939984,-5.833989,5.823432,4.614958
"25#97",25,-0.3909402,2.505625E-05,1.261914,0.02884753,10.24866,0.5488636,0.006375793,-6.607068,3.448403,4.489996
"25#98",25,-0.08319088,0.0006500604,1.230947,0.02064741,10.34026,0.5430915,0.005620937,-7.547021,3.36678,4.648036
"25#99",25,-0.410802,2.127297E-05,1.186633,0.01213411,10.4176,0.5488944,0.006654402,-7.80117,2.57682,4.63426
"25#100",25,0.1879089,-0.0003743182,1.145542,0.01109534,10.48513,0.5467937,0.006568365,-7.824385,1.571754,4.471437
"25#101",25,0.1395029,0.00040493,1.029833,0.007581985,10.38421,0.5482751,0.00732937,-8.03711,0.2030938,4.6659
"25#102",25,0.2531789,0.0009187342,0.9590716,0.008907497,10.6281,0.5437947,0.007451551,-7.989153,1.166505,4.504871
"25#103",25,0.1942206,-0.0001284404,0.9645892,0.0051857,10.61412,0.5448145,0.007009938,-7.834256,0.753499,4.593086
"25#104",25,-0.5207327,-0.0002357314,0.8011842,0.003578069,10.60418,0.5460035,0.007418475,-7.613745,1.123167,4.433396
"25#105",25,0.7552802,8.531779E-05,0.7993913,0.003138484,10.70733,0.5450797,0.008240882,-6.973373,0.03509534,4.620889
"25#106",25,0.170962,0.0002481151,0.7381588,0.002948414,10.85716,0.5449243,0.008724677,-6.539271,0.6048305,4.620547
"25#107",25,0.3822335,0.0002501844,0.6845672,0.005007103,10.8683,0.5480008,0.009461786,-6.136679,1.004595,4.514069
"25#108",25,0.1808213,1.853495E-05,0.5955187,0.003836726,11.03377,0.5431013,0.009329153,-5.050198,0.6327131,4.504468
"25#109",25,0.0805252,0.0004338516,0.4479952,0.005639093,11.00584,0.5407957,0.01051346,-4.596357,0.4303179,4.520684
"25#110",25,0.1091768,-1.91896E-05,0.447668,0.00467059,11.02812,0.5404376,0.009858591,-3.515025,1.090439,4.461056
"25#111",25,-0.04145223,-0.0001052764,0.3447261,0.007332286,11.18972,0.5442964,0.01121852,-2.482613,0.7431722,4.558222
"25#112",25,-0.1737713,0.0001269207,0.2567117,0.008301407,11.23157,0.541156,0.01312999,-0.785989,1.022559,4.544741
"25#113",25,0.07675917,0.0003079832,0.2888678,0.007392786,11.17803,0.5390068,0.0141236,0.4028887,0.9039205,4.563596
"25#114",25,0.4261606,0.000613836,0.1877439,0.007645808,11.2585,0.5346104,0.01552904,0.8850205,1.491335,4.56365
"25#115",25,0.3243924,-1.871911E-05,0.1598947,0.007114806,11.38885,0.5367723,0.01715827,1.7983,1.434829,4.490153
"25#116",25,-0.145711,0.0009145195,0.1020087,0.009611857,11.21385,0.53835,0.01797473,2.093755,1.775098,4.464398
"25#117",25,0.3953667,-0.0001908655,0.1465664,0.008387085,11.4545,0.5337353,0.01895934,2.537786,1.631807,4.546305
"25#118",25,-0.6207437,0.0001824543,0.09636403,0.01100077,11.38649,0.5323566,0.02083746,2.577651,1.637802,4.66015
"25#119",25,0.1887755,0.0004974701,0.1174684,0.01178091,11.23844,0.5363513,0.02170914,2.680155,1.326267,4.620476
"25#120",25,0.1500323,4.760452E-05,0.09808508,0.01303124,11.20174,0.5323489,0.02306398,2.88123,2.104718,4.560615
"25#121",25,0.05531917,0.0004100359,0.1057016,0.0129503,11.20384,0.5300641,0.02509608,3.265122,2.195539,4.631493
"25#122",25,0.9549239,-0.0007016352,0.09272699,0.01095953,11.11416,0.5346209,0.02815502,3.754382,2.177793,4.563097
"25#123",25,-0.1509601,0.000253229,0.07705843,0.01643055,11.05739,0.5246824,0.0308177,4.034523,2.35509,4.643593
"25#124",25,0.5790717,0.0002631332,0.0760105,0.01937196,11.09315,0.5256578,0.03430004,4.464611,2.700677,4.600726
"25#125",25,0.03227512,0.0002776266,0.1239201,0.0194681,10.69894,0.5296424,0.03695046,4.929835,2.63835,4.800613
"25#126",25,0.02142788,-0.0005967302,0.09570871,0.02324076,10.9204,0.5263242,0.04018981,5.347065,2.970268,4.721006
"25#127",25,-0.3065214,-0.0002421792,0.1071127,0.02735424,10.73906,0.522942,0.04621895,5.886294,3.173738,4.895797
"25#128",25,-0.7832806,0.0009777473,0.07482989,0.03078482,10.61346,0.5226629,0.05210543,6.77812,4.532564,4.874323
"25#129",25,0.266279,0.0004544085,0.05346518,0.03726161,10.04875,0.5296937,0.05629411,7.430251,4.090263,4.923232
"25#130",25,-0.006737073,-3.757506E-05,0.04767433,0.03948565,9.895118,0.5267429,0.06180204,8.157297,4.448919,5.108328
"25#131",25,0.6470393,-0.001064247,0.03834573,0.04582639,9.59931,0.5333834,0.0661672,8.72605,4.275691,5.207269
"25#132",25,-0.0795771,0.001001874,0.03886922,0.05237005,8.957483,0.5356838,0.07399444,9.742556,6.260795,5.471678
"25#133",25,-0.875729,-0.0005116989,0.03763422,0.05920908,7.918329,0.5499226,0.08072995,10.78674,6.429295,5.705127
"25#134",25,-0.1572278,0.0001910392,0.05859339,0.06477897,7.200771,0.5645124,0.08521969,12.02902,6.407988,5.949078
"25#135",25,-0.6519625,0.0007446723,-0.002597414,0.07142101,6.676121,0.5671205,0.08738294,12.03742,7.595359,6.110901
"25#136",25,0.2423109,-0.0003654463,-0.01792358,0.0666102,6.503915,0.5688761,0.08786527,12.33666,8.178673,6.250565
"25#137",25,0.6257284,-7.316306E-05,-0.01371363,0.07140493,6.219499,0.5732364,0.09009476,12.62343,7.477553,6.366655
"25#138",25,0.1499547,0.0003076034,0.04878086,0.07082489,5.983329,0.5748864,0.08959013,13.0065,8.259696,6.42647
"25#139",25,0.1973084,0.0003683756,0.008459959,0.07192595,5.362109,0.5810522,0.09072079,12.94259,7.59736,6.578424
"25#140",25,-0.4815347,-0.0004454062,0.008913014,0.07459912,5.294629,0.5833248,0.09084126,13.25058,7.510019,6.68222
"25#141",25,-0.5383931,0.0001870872,0.03808064,0.07384188,4.881303,0.5888602,0.09125044,13.6618,7.82207,6.875163
"25#142",25,0.3950614,0.0004708678,0.01063706,0.07331017,4.485415,0.6003246,0.09237906,13.2889,8.098006,7.085559
"25#143",25,-0.2481514,-0.0002859902,0.01308392,0.07259964,4.124692,0.6034854,0.09212529,13.54087,8.243591,7.040461
"25#144",25,0.2781889,0.0004998736,0.01442587,0.0733171,3.443037,0.6082025,0.09152913,13.7936,7.500092,7.154602
"25#145",25,0.4274803,-1.654616E-05,-0.002973383,0.07167663,3.444646,0.6078245,0.09227639,13.8686,8.029347,7.317226
"25#146",25,0.1867119,0.0002845002,-0.0214802,0.07109176,3.03043,0.6139668,0.09162138,13.54772,8.002567,7.484597
"25#147",25,0.09163818,-0.000164349,0.05156377,0.06966861,2.749439,0.6181459,0.09114467,13.48628,8.177862,7.62164
"25#148",25,0.0662254,5.195733E-05,0.01377259,0.06694528,2.07014,0.6241069,0.08994822,13.37615,7.589555,7.765733
"25#149",25,-0.04931532,0.0001528849,-0.01355798,0.06315435,1.801219,0.6283696,0.08982708,13.03082,7.872076,7.866047
"25#150",25,0.09348927,-0.0005984083,-0.002003619,0.06118298,1.258065,0.6368288,0.08840784,12.76925,7.751726,7.904599
"25#151",25,0.3176554,0.0002016683,-0.02572095,0.05784144,1.466574,0.6393633,0.08905867,12.31094,6.739358,8.05019
"25#152",25,0.1594746,8.817326E-05,0.009668004,0.05725582,1.230363,0.6382512,0.08872447,12.54496,6.779878,8.073519
"25#153",25,0.2276665,-0.0003784212,0.01116266,0.05314187,1.147949,0.6369365,0.08807947,12.10249,7.320158,8.102324
"25#154",25,0.02285294,-0.0005368236,0.02739972,0.05248562,1.233238,0.6370136,0.08785173,11.58068,6.420701,8.152902
